"","pid.chr","data.i","position","logratio"
"1","20142.18",1,15050,-0.535
"2","20142.18",2,65730,0.511
"3","20142.18",3,94236,0.049
"4","20142.18",4,136465,-0.182
"5","20142.18",5,174019,0.064
"6","20142.18",6,225821,0.412
"7","20142.18",7,258503,0.438
"8","20142.18",8,298572,-0.158
"9","20142.18",9,336121,0.345
"10","20142.18",10,376007,0.566
"11","20142.18",11,422315,0.181
"12","20142.18",12,463329,0.221
"13","20142.18",13,506424,0.002
"14","20142.18",14,533054,0.317
"15","20142.18",15,578366,0.183
"16","20142.18",16,624962,0.343
"17","20142.18",17,668478,0.344
"18","20142.18",18,695907,0.006
"19","20142.18",19,745507,0.158
"20","20142.18",20,781835,0.474
"21","20142.18",21,825310,0.399
"22","20142.18",22,855052,-0.042
"23","20142.18",23,894159,-0.145
"24","20142.18",24,940949,0.476
"25","20142.18",25,985247,0.193
"26","20142.18",26,1015352,0.089
"27","20142.18",27,1069564,0.3
"28","20142.18",28,1103605,-0.092
"29","20142.18",29,1134784,0.167
"30","20142.18",30,1188061,0.168
"31","20142.18",31,1226739,0.25
"32","20142.18",32,1250430,0.355
"33","20142.18",33,1304313,0.217
"34","20142.18",34,1342007,0.235
"35","20142.18",35,1379871,0.235
"36","20142.18",36,1417897,0.407
"37","20142.18",37,1460691,0.595
"38","20142.18",38,1490839,0.225
"39","20142.18",39,1533003,0.3
"40","20142.18",40,1581392,0.146
"41","20142.18",41,1622884,-0.012
"42","20142.18",42,1653334,0.098
"43","20142.18",43,1698531,0.32
"44","20142.18",44,1730818,0.561
"45","20142.18",45,1780150,0.451
"46","20142.18",46,1817161,0.389
"47","20142.18",47,1851032,0.587
"48","20142.18",48,1900397,0.198
"49","20142.18",49,1947053,0.449
"50","20142.18",50,1972947,0.058
"51","20142.18",51,2027959,0.177
"52","20142.18",52,2051716,0.156
"53","20142.18",53,2101656,0.313
"54","20142.18",54,2139775,0.191
"55","20142.18",55,2188884,0.263
"56","20142.18",56,2213102,0.341
"57","20142.18",57,2261713,0.112
"58","20142.18",58,2308586,0.557
"59","20142.18",59,2330978,0.437
"60","20142.18",60,2381536,0.606
"61","20142.18",61,2421201,0.35
"62","20142.18",62,2468066,0.204
"63","20142.18",63,2508797,0.144
"64","20142.18",64,2548983,0.163
"65","20142.18",65,2572385,0.193
"66","20142.18",66,2629114,-0.037
"67","20142.18",67,2654444,0.522
"68","20142.18",68,2704442,0.139
"69","20142.18",69,2749632,0.433
"70","20142.18",70,2780734,0.006
"71","20142.18",71,2825547,0.402
"72","20142.18",72,2851919,0.139
"73","20142.18",73,2904266,0.303
"74","20142.18",74,2947284,0.308
"75","20142.18",75,2987516,0.26
"76","20142.18",76,3010719,0.446
"77","20142.18",77,3063624,0.168
"78","20142.18",78,3100357,0.699
"79","20142.18",79,3138659,0.218
"80","20142.18",80,3174137,0.722
"81","20142.18",81,3210209,0.064
"82","20142.18",82,3259063,-0.141
"83","20142.18",83,3294502,0.518
"84","20142.18",84,3339986,0.39
"85","20142.18",85,3377864,0.225
"86","20142.18",86,3420722,0.205
"87","20142.18",87,3458036,0.185
"88","20142.18",88,3492435,0.196
"89","20142.18",89,3541567,0.508
"90","20142.18",90,3577536,0.051
"91","20142.18",91,3616275,0.307
"92","20142.18",92,3654859,0.553
"93","20142.18",93,3701492,0.164
"94","20142.18",94,3743063,0.272
"95","20142.18",95,3776273,0.477
"96","20142.18",96,3824816,0.314
"97","20142.18",97,3864991,0.115
"98","20142.18",98,3900253,0.119
"99","20142.18",99,3936518,0.516
"100","20142.18",100,3980528,0.41
"101","20142.18",101,4022769,0.228
"102","20142.18",102,4068967,0.462
"103","20142.18",103,4097246,0.453
"104","20142.18",104,4148802,0.253
"105","20142.18",105,4176493,0.265
"106","20142.18",106,4211243,0.342
"107","20142.18",107,4254515,0.23
"108","20142.18",108,4309137,0.546
"109","20142.18",109,4345096,0.201
"110","20142.18",110,4378769,0.539
"111","20142.18",111,4411966,0.068
"112","20142.18",112,4459669,0.213
"113","20142.18",113,4493672,0.163
"114","20142.18",114,4545642,0.319
"115","20142.18",115,4589130,0.312
"116","20142.18",116,4610785,0.23
"117","20142.18",117,4654767,0.332
"118","20142.18",118,4702955,0.297
"119","20142.18",119,4739584,0.334
"120","20142.18",120,4772389,0.171
"121","20142.18",121,4826522,0.262
"122","20142.18",122,4869986,0.353
"123","20142.18",123,4902437,0.451
"124","20142.18",124,4939727,0.464
"125","20142.18",125,4970971,0.2
"126","20142.18",126,5028817,0.1
"127","20142.18",127,5062454,0.5
"128","20142.18",128,5097265,0.156
"129","20142.18",129,5149115,0.235
"130","20142.18",130,5189198,0.391
"131","20142.18",131,5214903,0.144
"132","20142.18",132,5256780,0.36
"133","20142.18",133,5291822,0.475
"134","20142.18",134,5336456,0.297
"135","20142.18",135,5382596,0.228
"136","20142.18",136,5415228,0.549
"137","20142.18",137,5462974,0.629
"138","20142.18",138,5504583,0.521
"139","20142.18",139,5538199,0.425
"140","20142.18",140,5586791,0.12
"141","20142.18",141,5610283,0.195
"142","20142.18",142,5651824,0.117
