"","pid.chr","data.i","position","logratio"
"1","257.1",1,809681,-0.156820109742826
"2","257.1",2,928433,-0.399730246490995
"3","257.1",3,987423,-0.356605546520108
"4","257.1",4,1083595,-0.377069649079823
"5","257.1",5,1125548,-0.0969617298870879
"6","257.1",6,1392490,-0.312939311660108
"7","257.1",7,1672814,-0.352915787371046
"8","257.1",8,1985786,-0.360304766600418
"9","257.1",9,2046695,-0.399730246490995
"10","257.1",10,2068186,-0.312939311660108
"11","257.1",11,2072530,-0.531156057025363
"12","257.1",12,2378492,-0.341902794648628
"13","257.1",13,2943835,-0.477944250839036
"14","257.1",14,3365311,-0.37894449670026
"15","257.1",15,3546987,-0.360304766600418
"16","257.1",16,3639062,-0.38458370273713
"17","257.1",17,3645385,-0.309359421384307
"18","257.1",18,4456209,-0.537424111957796
"19","257.1",19,4646890,-0.454031630894707
"20","257.1",20,4793883,-0.537424111957796
"21","257.1",21,5534815,-0.424687669312563
"22","257.1",22,5557203,-0.502259911390907
"23","257.1",23,5873030,-0.45205668870965
"24","257.1",24,6370039,-0.289827251720338
"25","257.1",25,6458990,-0.325539348439741
"26","257.1",26,6648786,-0.32373259173411
"27","257.1",27,6836934,-0.510457064357526
"28","257.1",28,6880413,-0.442222328605074
"29","257.1",29,7108117,-0.496142467422571
"30","257.1",30,7137589,-0.486004020632987
"31","257.1",31,7224460,-0.56277226108709
"32","257.1",32,7336849,-0.45205668870965
"33","257.1",33,7393449,-0.526992432083826
"34","257.1",34,7517106,-0.494109070270043
"35","257.1",35,7613809,-0.44418384493836
"36","257.1",36,7719430,-0.49817873457909
"37","257.1",37,7782841,-0.488026018218199
"38","257.1",38,7782952,-0.477944250839036
"39","257.1",39,7834595,-0.386468347082073
"40","257.1",40,7926121,-0.349235440883098
"41","257.1",41,7966197,-0.364013496254377
"42","257.1",42,8038045,-0.481968507397831
"43","257.1",43,8175040,-0.392137097168765
"44","257.1",44,8324178,-0.413115187147815
"45","257.1",45,8344307,-0.63486740654747
"46","257.1",46,8464652,-0.504304837375931
"47","257.1",47,8584536,-0.560642821525743
"48","257.1",48,8633850,-0.57132159005177
"49","257.1",49,8746359,-0.332789087519129
"50","257.1",50,8807848,-0.258425152581204
"51","257.1",51,8841404,-0.347398782403481
"52","257.1",52,8915132,-0.434402824145775
"53","257.1",53,8995312,-0.316528107144772
"54","257.1",54,9046448,-0.298672742587059
"55","257.1",55,9065970,-0.334607228958109
"56","257.1",56,9212882,-0.488026018218199
"57","257.1",57,9280950,-0.241270431542137
"58","257.1",58,9308185,-0.42081985187285
"59","257.1",59,9855442,-0.318325858207167
"60","257.1",60,10011488,-0.338250400189295
"61","257.1",61,10153212,-0.349235440883098
"62","257.1",62,10339947,-0.375197234747053
"63","257.1",63,10449569,-0.275786313242642
"64","257.1",64,10471639,-0.289827251720338
"65","257.1",65,10511540,-0.422752464406849
"66","257.1",66,11116397,-0.42081985187285
"67","257.1",67,11248330,-0.394031641158542
"68","257.1",68,11326769,-0.334607228958109
"69","257.1",69,11562051,-0.496142467422571
"70","257.1",70,11656135,-0.473931188332412
"71","257.1",71,11843271,-0.44418384493836
"72","257.1",72,11874807,-0.375197234747053
"73","257.1",73,11949961,-0.375197234747053
"74","257.1",74,12106837,-0.413115187147815
"75","257.1",75,12189691,-0.305788392232109
"76","257.1",76,12481473,-0.526992432083826
"77","257.1",77,12856140,-0.234465253637023
"78","257.1",78,13864429,-0.473931188332412
"79","257.1",79,13976196,-0.467932447710969
"80","257.1",80,14045747,-0.552156355637915
"81","257.1",81,14418724,-0.467932447710969
"82","257.1",82,14461235,-0.556393348524385
"83","257.1",83,14638661,-0.50635266602479
"84","257.1",84,14898322,-0.473931188332412
"85","257.1",85,14939962,-0.533242384273829
"86","257.1",86,15064022,-0.475936324222789
"87","257.1",87,15367352,-0.502259911390907
"88","257.1",88,15478718,-0.434402824145775
"89","257.1",89,15607125,-0.395928676331139
"90","257.1",90,15758107,-0.512513650651464
"91","257.1",91,15758118,-0.401634794676355
"92","257.1",92,15862515,-0.293358942690592
"93","257.1",93,15880959,-0.267079617891743
"94","257.1",94,16049353,-0.077041035763828
"95","257.1",95,16210599,-0.438307278601691
"96","257.1",96,16244585,-0.314732593483158
"97","257.1",97,16267158,-0.362157939675895
"98","257.1",98,16345284,-0.490050853695689
"99","257.1",99,16434563,-0.399730246490995
"100","257.1",100,16522444,-0.37894449670026
"101","257.1",101,16672887,-0.32373259173411
"102","257.1",102,16766862,-0.302226180444814
"103","257.1",103,16771267,-0.253257284222264
"104","257.1",104,16892706,-0.367731784500487
"105","257.1",105,17007810,-0.356605546520108
"106","257.1",106,17267578,-0.360304766600418
"107","257.1",107,17911573,-0.399730246490995
"108","257.1",108,18627055,-0.516635639286651
"109","257.1",109,18918851,-0.541617995843987
"110","257.1",110,19210758,-0.367731784500487
"111","257.1",111,19384213,-0.494109070270043
"112","257.1",112,19511130,-0.397828209246621
"113","257.1",113,19542858,-0.349235440883098
"114","257.1",114,19645725,-0.38458370273713
"115","257.1",115,19751969,-0.362157939675895
"116","257.1",116,19803446,-0.416962376203336
"117","257.1",117,19898374,-0.365871442474959
"118","257.1",118,20020886,-0.407363571393423
"119","257.1",119,20140741,-0.365871442474959
"120","257.1",120,20373422,-0.494109070270043
"121","257.1",121,20373505,-0.413115187147815
"122","257.1",122,20472456,-0.526992432083826
"123","257.1",123,20791809,-0.316528107144772
"124","257.1",124,20913284,-0.282789700980404
"125","257.1",125,21114263,-0.454031630894707
"126","257.1",126,21282795,-0.388355456626338
"127","257.1",127,21498681,-0.358453970912476
"128","257.1",128,21536189,-0.358453970912476
"129","257.1",129,21561879,-0.351074440546879
