"","pid.chr","data.i","position","logratio"
"1","91.7",1,93154,0.0758748669751276
"2","91.7",2,2072999,0.0840642647884745
"3","91.7",3,3739760,0.0271540515037266
"4","91.7",4,6136606,0.124328135002202
"5","91.7",5,7746418,0.0565835283663675
"6","91.7",6,9231989,0.190298791626595
"7","91.7",7,12249183,-0.166502663140165
"8","91.7",8,13885877,-0.0380063225797449
"9","91.7",9,15666329,0.00719550140420377
"10","91.7",10,17483597,0.0551956542421246
"11","91.7",11,18731512,-0.0130430374755989
"12","91.7",12,20187924,-0.0218043703183484
"13","91.7",13,21622442,-0.0130430374755989
"14","91.7",14,22714271,0.0172092900322231
"15","91.7",15,24374338,0
"16","91.7",16,25524647,0.0440443327060212
"17","91.7",17,27146946,0.105678077894537
"18","91.7",18,28184725,-0.0923401721467106
"19","91.7",19,28787184,-0.0985055449524251
"20","91.7",20,29972161,0.0454429707611671
"21","91.7",21,32400138,0.0157829972409275
"22","91.7",22,33687388,0.0143552929770701
"23","91.7",23,33842563,-0.0130430374755989
"24","91.7",24,35458488,0.0257375614136083
"25","91.7",25,37220083,-0.036525876025114
"26","91.7",26,38218740,0.104336659814736
"27","91.7",27,39292788,-0.00144341686966872
"28","91.7",28,39502649,-0.0469210473874926
"29","91.7",29,40256159,0.0384361816561079
"30","91.7",30,41671979,-0.0409717810563062
"31","91.7",31,41906942,-0.0484122051852459
"32","91.7",32,43087450,-0.0528949484321255
"33","91.7",33,44603487,0.0229004021100788
"34","91.7",34,47062504,-0.0247366783215064
"35","91.7",35,48273774,0.246104009883917
"36","91.7",36,48614449,-0.0877333719335504
"37","91.7",37,50991544,0.0731347046302154
"38","91.7",38,53824432,0.01292617444427
"39","91.7",39,55213108,-0.00723156923107586
"40","91.7",40,55228786,0.14535138557262
"41","91.7",41,55260897,0.0989584800881688
"42","91.7",42,57342266,0.0285691521967709
"43","91.7",43,57802285,-0.0306192350583921
"44","91.7",44,61968694,0.237563718317676
"45","91.7",45,65391099,-0.0394882898809755
"46","91.7",46,66753635,-0.0144995696951151
"47","91.7",47,68400090,0.00432160595009347
"48","91.7",48,71443245,-0.0634091701760615
"49","91.7",49,71641331,0.0114956388378294
"50","91.7",50,72744238,0.0731347046302154
"51","91.7",51,73112495,0.034215715337913
"52","91.7",52,75673955,0.112366523072563
"53","91.7",53,77672291,-0.0232697793228472
"54","91.7",54,77997364,0.0313951962755343
"55","91.7",55,79756114,-0.0634091701760615
"56","91.7",56,79767919,-0.0320936297098533
"57","91.7",57,79782559,-0.0938790470029001
"58","91.7",58,79911282,-0.00288827932482651
"59","91.7",59,81959601,0.0510240030244669
"60","91.7",60,83220456,-0.0247366783215064
"61","91.7",61,84762242,0.063502942306158
"62","91.7",62,86412534,-0.106249498279434
"63","91.7",63,86432844,0.0962618530584035
"64","91.7",64,86486475,-0.045431429247006
"65","91.7",65,86894445,0.104336659814736
"66","91.7",66,88151909,0.034215715337913
"67","91.7",67,90994869,0.0538064436957938
"68","91.7",68,92218661,0.00863030514344006
"69","91.7",69,93472849,0.253384235800074
"70","91.7",70,94431700,0.0496307677246004
"71","91.7",71,96488398,0.070389327891398
"72","91.7",72,98557073,-0.00433459026389113
"73","91.7",73,101701450,0.11503324294624
"74","91.7",74,102727171,0.121678556588252
"75","91.7",75,103740773,0.0313951962755343
"76","91.7",76,105449331,0.357270475679559
"77","91.7",77,108247279,0.31150311546827
"78","91.7",78,109097927,0.345964030342872
"79","91.7",79,110219651,0.347098670622268
"80","91.7",80,111153821,0.366252263699564
"81","91.7",81,112647113,0.303342394487331
"82","91.7",82,113588035,0.339137384919585
"83","91.7",83,115454912,0.258217389536018
"84","91.7",84,116541184,0.387362540835996
"85","91.7",85,117264085,0.344828496997441
"86","91.7",86,117306444,0.306845500314283
"87","91.7",87,118842950,0.180147861158429
"88","91.7",88,120645318,0.519038609600059
"89","91.7",89,123721944,0.185232254230161
"90","91.7",90,125634687,0.323081789503733
"91","91.7",91,126327292,0.288063200325316
"92","91.7",92,127443501,0.280956313831056
"93","91.7",93,128450938,0.468843942974637
"94","91.7",94,129567109,0.288063200325316
"95","91.7",95,130948011,0.414676780426886
"96","91.7",96,132090411,0.461528559472877
"97","91.7",97,132499224,0.364012053558615
"98","91.7",98,135491612,0.375178479589612
"99","91.7",99,137034119,0.305678743242287
"100","91.7",100,138375440,0.280956313831056
"101","91.7",101,140026148,0.335711910320462
"102","91.7",102,140366568,0.303342394487331
"103","91.7",103,142445328,0.425459304765355
"104","91.7",104,143747546,0.445726703349984
"105","91.7",105,145217025,0.303342394487331
"106","91.7",106,146807389,0.0285691521967709
"107","91.7",107,148515971,0.3928669162308
"108","91.7",108,150680656,0.490570130446201
"109","91.7",109,150860170,0.402722176845605
"110","91.7",110,150923593,0.358396261956654
"111","91.7",111,152748126,-0.0409717810563062
"112","91.7",112,154878010,-0.0513991525066443
"113","91.7",113,156336952,-0.0664273617389761
"114","91.7",114,157572773,-0.0335695326937018
"115","91.7",115,158859667,-0.0484122051852459
