"","pid.chr","data.i","position","logratio"
"1","20169.9",1,28046,-1.248
"2","20169.9",2,65214,-0.387
"3","20169.9",3,90463,0.085
"4","20169.9",4,149641,-0.255
"5","20169.9",5,180225,-0.485
"6","20169.9",6,213532,-0.67
"7","20169.9",7,251782,0.147
"8","20169.9",8,296785,0.084
"9","20169.9",9,341651,-0.054
"10","20169.9",10,389168,-0.067
"11","20169.9",11,421626,-0.065
"12","20169.9",12,450760,0.113
"13","20169.9",13,495809,-0.256
"14","20169.9",14,534089,0.244
"15","20169.9",15,588657,0.049
"16","20169.9",16,616355,0.147
"17","20169.9",17,654458,-0.211
"18","20169.9",18,702301,0.142
"19","20169.9",19,731291,0.002
"20","20169.9",20,783973,-0.233
"21","20169.9",21,822374,-0.064
"22","20169.9",22,868503,-0.166
"23","20169.9",23,905964,0.178
"24","20169.9",24,944307,0.2
"25","20169.9",25,984086,0.023
"26","20169.9",26,1029002,0.296
"27","20169.9",27,1058198,-0.327
"28","20169.9",28,1102297,0.185
"29","20169.9",29,1143548,0.033
"30","20169.9",30,1180577,0.335
"31","20169.9",31,1216818,0.232
"32","20169.9",32,1264330,0.446
"33","20169.9",33,1296416,-0.333
"34","20169.9",34,1341898,-0.112
"35","20169.9",35,1384373,0.087
"36","20169.9",36,1420482,-0.251
"37","20169.9",37,1466439,0.014
"38","20169.9",38,1506795,0.134
"39","20169.9",39,1530352,0.188
"40","20169.9",40,1575308,-0.123
"41","20169.9",41,1611510,0.14
"42","20169.9",42,1669460,-0.412
"43","20169.9",43,1700450,0.237
"44","20169.9",44,1731064,-0.249
"45","20169.9",45,1776718,0.368
"46","20169.9",46,1824986,0.267
"47","20169.9",47,1856933,-0.037
"48","20169.9",48,1891948,-0.031
"49","20169.9",49,1947481,0.039
"50","20169.9",50,1975231,-0.349
"51","20169.9",51,2011317,0.059
"52","20169.9",52,2058163,-0.202
"53","20169.9",53,2102643,-0.109
"54","20169.9",54,2143698,-0.08
"55","20169.9",55,2189499,-0.119
"56","20169.9",56,2227299,0.115
"57","20169.9",57,2259431,0.027
"58","20169.9",58,2293152,0.188
"59","20169.9",59,2339138,-0.059
"60","20169.9",60,2382116,0.255
"61","20169.9",61,2412800,-0.123
"62","20169.9",62,2455325,-0.035
"63","20169.9",63,2499354,-0.065
"64","20169.9",64,2533761,-0.163
"65","20169.9",65,2575957,0.114
"66","20169.9",66,2611257,-0.07
"67","20169.9",67,2668419,-0.19
"68","20169.9",68,2698373,0.137
"69","20169.9",69,2734444,0.107
"70","20169.9",70,2785872,-0.263
"71","20169.9",71,2818438,0.123
"72","20169.9",72,2863204,0.256
"73","20169.9",73,2909229,0.18
"74","20169.9",74,2942343,0.17
"75","20169.9",75,2988065,-0.235
"76","20169.9",76,3024191,-0.223
"77","20169.9",77,3058705,-0.12
"78","20169.9",78,3090557,0.122
"79","20169.9",79,3139007,0.007
"80","20169.9",80,3183347,0.24
"81","20169.9",81,3214540,-0.13
"82","20169.9",82,3262731,0.095
"83","20169.9",83,3305609,0.338
"84","20169.9",84,3345493,0.132
"85","20169.9",85,3380417,0.275
"86","20169.9",86,3411076,0.163
"87","20169.9",87,3460104,-0.03
"88","20169.9",88,3498802,-0.09
"89","20169.9",89,3548445,0.186
"90","20169.9",90,3571872,0.095
"91","20169.9",91,3629998,0.04
"92","20169.9",92,3650207,0.076
"93","20169.9",93,3705275,0.037
"94","20169.9",94,3739263,-0.309
"95","20169.9",95,3784749,-0.319
"96","20169.9",96,3823458,0.335
"97","20169.9",97,3855132,0.411
"98","20169.9",98,3907103,0.05
"99","20169.9",99,3946017,-0.119
"100","20169.9",100,3970833,0.167
"101","20169.9",101,4016586,-0.057
"102","20169.9",102,4051151,-0.146
"103","20169.9",103,4107422,0.001
"104","20169.9",104,4149384,-0.259
"105","20169.9",105,4183113,0.054
"106","20169.9",106,4227413,-0.111
"107","20169.9",107,4264074,-0.057
