"","pid.chr","data.i","position","logratio"
"1","20184.X",1,168465,-0.526914
"2","20184.X",2,169805,-0.34553
"3","20184.X",3,169922,-1.11034
"4","20184.X",4,202439,-0.7881
"5","20184.X",5,202664,-1.04988
"6","20184.X",6,208270,-0.828558
"7","20184.X",7,219978,0.0247231
"8","20184.X",8,229542,-0.724358
"9","20184.X",9,229816,-0.376928
"10","20184.X",10,297021,-0.381273
"11","20184.X",11,309434,-0.401982
"12","20184.X",12,310882,-0.702152
"13","20184.X",13,310897,-0.286994
"14","20184.X",14,313595,-0.637489
"15","20184.X",15,320203,-1.20913
"16","20184.X",16,320580,0.401623
"17","20184.X",17,333275,-0.181334
"18","20184.X",18,342775,-0.891678
"19","20184.X",19,343619,-0.893369
"20","20184.X",20,343735,-0.594954
"21","20184.X",21,343777,-0.929777
"22","20184.X",22,343945,-0.206237
"23","20184.X",23,343961,-1.24832
"24","20184.X",24,344026,-0.823411
"25","20184.X",25,345795,-0.135853
"26","20184.X",26,351504,-0.979957
"27","20184.X",27,353979,-0.299902
"28","20184.X",28,356282,-0.0398006
"29","20184.X",29,356283,-0.445955
"30","20184.X",30,361199,-0.223496
"31","20184.X",31,377864,-0.207604
"32","20184.X",32,381772,-0.471342
"33","20184.X",33,387713,-0.800609
"34","20184.X",34,387732,-0.367256
"35","20184.X",35,387749,-0.408021
"36","20184.X",36,387763,-0.178345
"37","20184.X",37,400108,-0.456252
"38","20184.X",38,401510,-0.684571
"39","20184.X",39,401587,-0.811805
"40","20184.X",40,401790,-0.607093
"41","20184.X",41,404868,-0.495087
"42","20184.X",42,416212,-0.458765
"43","20184.X",43,416470,-0.0539463
"44","20184.X",44,420296,-0.829788
"45","20184.X",45,450982,-0.544459
"46","20184.X",46,451048,-0.498623
"47","20184.X",47,451142,-0.190998
"48","20184.X",48,468364,-0.441922
"49","20184.X",49,480575,-0.317429
"50","20184.X",50,480645,-0.199228
"51","20184.X",51,480923,0.000941399
"52","20184.X",52,492064,-0.134554
"53","20184.X",53,492188,-0.0689828
"54","20184.X",54,492484,-0.726496
"55","20184.X",55,498635,0.0601843
"56","20184.X",56,504354,0.053299
"57","20184.X",57,513369,-0.558018
"58","20184.X",58,513590,-0.381995
"59","20184.X",59,515011,-0.274054
"60","20184.X",60,515124,-0.875791
"61","20184.X",61,515293,-0.789719
"62","20184.X",62,515622,-1.45731
"63","20184.X",63,516681,-0.841594
"64","20184.X",64,516764,-0.177301
"65","20184.X",65,521994,-1.18629
"66","20184.X",66,524464,0.0330862
"67","20184.X",67,528482,-0.540002
"68","20184.X",68,528798,-0.67028
"69","20184.X",69,529017,-1.15811
"70","20184.X",70,532467,-0.722344
"71","20184.X",71,532611,-0.701268
"72","20184.X",72,535088,-0.111515
"73","20184.X",73,537186,-0.462884
"74","20184.X",74,539358,-0.943472
"75","20184.X",75,539491,-0.566908
"76","20184.X",76,539724,-0.177833
"77","20184.X",77,542768,-1.38088
"78","20184.X",78,548028,-0.0739307
"79","20184.X",79,553070,-0.420659
"80","20184.X",80,562048,0.25366
"81","20184.X",81,562076,-0.218366
"82","20184.X",82,562097,-0.664598
"83","20184.X",83,565914,-0.895526
"84","20184.X",84,565954,-0.602451
"85","20184.X",85,566183,-0.460888
"86","20184.X",86,570774,0.203267
"87","20184.X",87,571066,-0.224374
"88","20184.X",88,579546,-0.611894
"89","20184.X",89,581870,-0.562169
"90","20184.X",90,582003,-0.517873
"91","20184.X",91,582062,-0.667092
"92","20184.X",92,582185,-0.52614
"93","20184.X",93,599294,-0.349535
"94","20184.X",94,602546,0.0481733
"95","20184.X",95,602732,-0.383962
"96","20184.X",96,614733,-0.156194
"97","20184.X",97,614919,-0.333301
"98","20184.X",98,631224,-0.271568
"99","20184.X",99,636353,-0.0842487
"100","20184.X",100,640090,-0.490077
"101","20184.X",101,640819,0.0402795
"102","20184.X",102,640840,-0.731926
"103","20184.X",103,643862,-0.575036
"104","20184.X",104,643885,-0.785844
"105","20184.X",105,644567,-0.730712
"106","20184.X",106,644942,-0.582752
"107","20184.X",107,647197,-0.696394
"108","20184.X",108,650139,-0.378642
"109","20184.X",109,650520,-0.275482
"110","20184.X",110,650734,-1.03718
"111","20184.X",111,650951,-1.22282
"112","20184.X",112,650983,-1.0518
"113","20184.X",113,662679,-0.732306
"114","20184.X",114,663209,-0.764517
"115","20184.X",115,663279,-0.476749
"116","20184.X",116,664483,-0.94725
"117","20184.X",117,665239,0.017696
"118","20184.X",118,665405,-0.860366
"119","20184.X",119,668171,-0.904732
"120","20184.X",120,668279,-0.579831
"121","20184.X",121,668583,-0.227588
"122","20184.X",122,668714,-0.218133
"123","20184.X",123,678649,-0.463885
"124","20184.X",124,679191,-0.256395
"125","20184.X",125,679223,-0.269445
"126","20184.X",126,679521,-0.110773
"127","20184.X",127,679597,-0.61805
"128","20184.X",128,681764,-0.983945
"129","20184.X",129,681943,-1.09157
"130","20184.X",130,682009,-0.214184
"131","20184.X",131,682087,-0.629936
"132","20184.X",132,682100,-0.646756
"133","20184.X",133,682147,-0.41409
"134","20184.X",134,682237,-0.516423
"135","20184.X",135,682846,1.21901
"136","20184.X",136,682849,0.941551
"137","20184.X",137,693930,-0.478945
"138","20184.X",138,694232,-0.857469
"139","20184.X",139,697149,-0.596022
"140","20184.X",140,699156,-1.16449
"141","20184.X",141,702213,-0.571769
"142","20184.X",142,725756,-0.791232
"143","20184.X",143,734851,-0.251988
"144","20184.X",144,737628,-0.829161
"145","20184.X",145,747125,-0.966112
"146","20184.X",146,770203,-0.711209
"147","20184.X",147,802741,-1.01459
"148","20184.X",148,803295,0.133311
"149","20184.X",149,814694,-0.759757
"150","20184.X",150,814723,-0.487314
"151","20184.X",151,817580,-0.785889
"152","20184.X",152,817642,0.240299
"153","20184.X",153,837418,-0.337954
"154","20184.X",154,851194,-0.918934
"155","20184.X",155,851541,-0.523724
"156","20184.X",156,852639,-0.647444
"157","20184.X",157,852731,-0.455137
"158","20184.X",158,856620,0.0178249
"159","20184.X",159,880985,-0.251378
"160","20184.X",160,881003,-0.301785
"161","20184.X",161,881015,-1.33524
"162","20184.X",162,881112,-0.730994
"163","20184.X",163,917036,-0.888951
"164","20184.X",164,920485,-0.528735
"165","20184.X",165,920816,0.014798
"166","20184.X",166,927212,-0.341438
"167","20184.X",167,930802,-0.946201
"168","20184.X",168,940808,-1.33016
"169","20184.X",169,944168,-0.42932
"170","20184.X",170,945239,-0.788481
"171","20184.X",171,966899,-0.363592
"172","20184.X",172,968047,0.183879
