"","pid.chr","data.i","position","logratio"
"1","20143.X",1,72101,-0.069
"2","20143.X",2,150728,-0.068
"3","20143.X",3,181684,0.155
"4","20143.X",4,230555,0.116
"5","20143.X",5,298750,-0.33
"6","20143.X",6,320114,0.279
"7","20143.X",7,375812,0.116
"8","20143.X",8,404098,0.329
"9","20143.X",9,452162,-0.07
"10","20143.X",10,480257,-0.156
"11","20143.X",11,522059,0.05
"12","20143.X",12,572993,0.092
"13","20143.X",13,607117,-0.056
"14","20143.X",14,643675,0.093
"15","20143.X",15,684963,-0.493
"16","20143.X",16,736092,-0.107
"17","20143.X",17,765835,0.1
"18","20143.X",18,818177,0.066
"19","20143.X",19,852162,-0.072
"20","20143.X",20,897936,0.141
"21","20143.X",21,920972,0.05
"22","20143.X",22,966831,0.255
"23","20143.X",23,1001757,-0.07
"24","20143.X",24,1045791,0.112
"25","20143.X",25,1099226,-0.062
"26","20143.X",26,1124797,0.038
"27","20143.X",27,1195058,-0.23
"28","20143.X",28,1238935,0.217
"29","20143.X",29,1262114,0.347
"30","20143.X",30,1319766,0.315
"31","20143.X",31,1346682,0.238
"32","20143.X",32,1383701,0.052
"33","20143.X",33,1435213,0.344
"34","20143.X",34,1477711,0.365
"35","20143.X",35,1510254,-0.321
"36","20143.X",36,1543980,-0.021
"37","20143.X",37,1594591,0.128
"38","20143.X",38,1627372,0.379
"39","20143.X",39,1673537,0.089
"40","20143.X",40,1702252,-0.248
"41","20143.X",41,1752062,-0.033
"42","20143.X",42,1784541,-0.214
"43","20143.X",43,1835235,0.216
"44","20143.X",44,1874267,0.31
"45","20143.X",45,1918429,0.061
"46","20143.X",46,1940851,-0.106
"47","20143.X",47,1989675,-0.13
"48","20143.X",48,2023284,0.426
"49","20143.X",49,2062731,-0.209
"50","20143.X",50,2129583,0.31
"51","20143.X",51,2151932,-0.367
"52","20143.X",52,2209156,0.168
"53","20143.X",53,2248988,0.401
"54","20143.X",54,2279804,-0.064
"55","20143.X",55,2328573,0.158
"56","20143.X",56,2353317,0.186
"57","20143.X",57,2404400,0.166
"58","20143.X",58,2439437,-0.069
"59","20143.X",59,2475117,-0.124
"60","20143.X",60,2528247,0.097
"61","20143.X",61,2560222,-0.152
"62","20143.X",62,2595392,-0.417
"63","20143.X",63,2646040,-0.302
"64","20143.X",64,2671343,0.567
"65","20143.X",65,2728440,0.429
"66","20143.X",66,2751506,0.047
"67","20143.X",67,2796861,-0.135
"68","20143.X",68,2838000,-0.199
"69","20143.X",69,2881974,-0.326
"70","20143.X",70,2917441,-0.653
"71","20143.X",71,2956775,-0.134
"72","20143.X",72,2993357,-0.146
"73","20143.X",73,3042829,-0.105
"74","20143.X",74,3089805,-0.432
"75","20143.X",75,3122519,-1.143
"76","20143.X",76,3160887,-0.228
"77","20143.X",77,3204334,0.025
"78","20143.X",78,3238640,-0.305
"79","20143.X",79,3284777,-0.308
"80","20143.X",80,3329895,0.158
"81","20143.X",81,3350104,-0.276
"82","20143.X",82,3408131,-0.93
"83","20143.X",83,3449449,0.068
"84","20143.X",84,3486878,-0.063
"85","20143.X",85,3529050,-0.13
"86","20143.X",86,3565003,-0.021
"87","20143.X",87,3603594,0.175
"88","20143.X",88,3633541,0.252
"89","20143.X",89,3679888,0.368
"90","20143.X",90,3712903,0.03
"91","20143.X",91,3752621,-1.238
"92","20143.X",92,3795610,-0.668
"93","20143.X",93,3842108,-1.319
"94","20143.X",94,3876221,-0.255
"95","20143.X",95,3918516,-1.046
"96","20143.X",96,3964700,-0.612
"97","20143.X",97,3994370,-0.946
"98","20143.X",98,4042789,-0.757
"99","20143.X",99,4077840,-0.657
"100","20143.X",100,4128858,-0.989
"101","20143.X",101,4156385,-0.774
"102","20143.X",102,4205787,-0.797
"103","20143.X",103,4246491,-0.342
"104","20143.X",104,4286393,-0.563
"105","20143.X",105,4314496,-0.351
"106","20143.X",106,4368528,-0.178
"107","20143.X",107,4393987,-0.269
"108","20143.X",108,4430726,-0.483
"109","20143.X",109,4480075,-0.08
"110","20143.X",110,4521654,-0.539
"111","20143.X",111,4569602,-0.557
"112","20143.X",112,4605612,-0.764
"113","20143.X",113,4636575,-0.633
"114","20143.X",114,4681903,-0.169
"115","20143.X",115,4718872,-0.673
"116","20143.X",116,4763788,-0.727
"117","20143.X",117,4809460,-0.282
"118","20143.X",118,4844029,-0.659
"119","20143.X",119,4883136,-0.693
"120","20143.X",120,4913576,-0.22
"121","20143.X",121,4962856,-0.071
"122","20143.X",122,4993192,-0.409
"123","20143.X",123,5043015,0.281
