"","pid.chr","data.i","position","logratio"
"1","20003.2",1,34049,-0.187835
"2","20003.2",2,112496,0.277896
"3","20003.2",3,130357,-0.079874
"4","20003.2",4,130618,-0.061474
"5","20003.2",5,134249,-0.169106
"6","20003.2",6,139574,-0.037844
"7","20003.2",7,139743,0.065149
"8","20003.2",8,166224,0.102562
"9","20003.2",9,172101,0.026917
"10","20003.2",10,178356,-0.001677
"11","20003.2",11,189800,-0.025422
"12","20003.2",12,189818,0.055193
"13","20003.2",13,189972,-0.108745
"14","20003.2",14,206636,0.010051
"15","20003.2",15,206704,-0.099819
"16","20003.2",16,210076,-0.069279
"17","20003.2",17,224086,-0.107966
"18","20003.2",18,224192,-0.442274
"19","20003.2",19,230442,-0.109126
"20","20003.2",20,232343,-0.021871
"21","20003.2",21,234130,-0.052421
"22","20003.2",22,251673,-0.147179
"23","20003.2",23,252197,-0.345216
"24","20003.2",24,259296,-0.05393
"25","20003.2",25,260677,-0.054415
"26","20003.2",26,265970,-0.114304
"27","20003.2",27,280819,-0.033213
"28","20003.2",28,282462,0.026651
"29","20003.2",29,305803,-0.032677
"30","20003.2",30,312992,-0.358452
"31","20003.2",31,354241,-0.146983
"32","20003.2",32,355504,-0.311635
"33","20003.2",33,355800,-0.297017
"34","20003.2",34,416815,0.001446
"35","20003.2",35,433274,-0.047462
"36","20003.2",36,445636,-0.129692
"37","20003.2",37,453432,-0.039064
"38","20003.2",38,454860,-0.128695
"39","20003.2",39,457320,-0.269432
"40","20003.2",40,506456,-0.092797
"41","20003.2",41,516565,-0.025531
"42","20003.2",42,538450,-0.069766
"43","20003.2",43,549873,-0.030968
"44","20003.2",44,549926,-0.236798
"45","20003.2",45,550338,-0.090295
"46","20003.2",46,553264,-0.035892
"47","20003.2",47,563936,-0.170566
"48","20003.2",48,564079,-0.109745
"49","20003.2",49,568100,-0.120657
"50","20003.2",50,568464,-0.072863
"51","20003.2",51,584523,0.2342
"52","20003.2",52,589743,0.052022
"53","20003.2",53,590023,0.20598
"54","20003.2",54,593554,-0.653463
"55","20003.2",55,593990,-0.015523
"56","20003.2",56,600575,-0.049488
"57","20003.2",57,609326,-0.041095
"58","20003.2",58,619754,0.020089
"59","20003.2",59,623588,-0.021703
"60","20003.2",60,623798,0.055399
"61","20003.2",61,624524,-0.171482
"62","20003.2",62,624581,-0.131478
"63","20003.2",63,624678,-0.085327
"64","20003.2",64,631528,-0.053364
"65","20003.2",65,632028,-0.001274
"66","20003.2",66,632116,-0.046958
"67","20003.2",67,632146,-0.150464
"68","20003.2",68,632550,-0.039248
"69","20003.2",69,637597,-0.097127
"70","20003.2",70,643303,-0.08459
"71","20003.2",71,643587,-0.004381
"72","20003.2",72,646145,0.020371
"73","20003.2",73,646364,0.169279
"74","20003.2",74,659443,-0.10643
"75","20003.2",75,659958,-0.161572
"76","20003.2",76,664719,-0.246749
"77","20003.2",77,668618,-0.203762
"78","20003.2",78,681521,-0.076377
"79","20003.2",79,705636,0.075595
"80","20003.2",80,706400,0.028596
"81","20003.2",81,726030,0.062991
"82","20003.2",82,759749,-0.092865
"83","20003.2",83,763411,-0.046465
"84","20003.2",84,776690,-0.003582
"85","20003.2",85,788673,-0.056548
"86","20003.2",86,788807,0.038935
"87","20003.2",87,830765,0.022318
"88","20003.2",88,837100,-0.396041
"89","20003.2",89,839556,-0.006069
"90","20003.2",90,869616,-0.02022
"91","20003.2",91,880072,-0.151501
"92","20003.2",92,887936,0.128825
"93","20003.2",93,888100,0.021488
"94","20003.2",94,899069,-0.100508
"95","20003.2",95,918533,-0.059802
"96","20003.2",96,920146,-0.1014
"97","20003.2",97,922072,-0.03954
"98","20003.2",98,936687,-0.252829
