"","pid.chr","data.i","position","logratio"
"1","189.X",1,3121412,-0.459972730742493
"2","189.X",2,4278697,-0.354759487354735
"3","189.X",3,5114473,-0.284545872884282
"4","189.X",4,5972026,-0.440263475567017
"5","189.X",5,6504472,-0.336427664582477
"6","189.X",6,6948065,-0.382701517159154
"7","189.X",7,8031099,-0.388355456626338
"8","189.X",8,9182290,-0.426625473554056
"9","189.X",9,10323763,-0.367731784500487
"10","189.X",10,10679770,-0.289827251720338
"11","189.X",11,11333891,-0.44418384493836
"12","189.X",12,11980669,-0.392137097168765
"13","189.X",13,12628923,-0.382701517159154
"14","189.X",14,12873378,-0.248107861595691
"15","189.X",15,13591572,-0.336427664582477
"16","189.X",16,14555545,-0.415037499278844
"17","189.X",17,15438757,-0.422752464406849
"18","189.X",18,15720390,-0.2688167584278
"19","189.X",19,16620451,-0.115597447016313
"20","189.X",20,16829268,-0.270555993166337
"21","189.X",21,17375984,-0.45205668870965
"22","189.X",22,18134491,-0.210896782498619
"23","189.X",23,19049299,-0.249822294406943
"24","189.X",24,19224838,-0.215914857265243
"25","189.X",25,20807112,-0.219269963523624
"26","189.X",26,21553942,-0.302226180444814
"27","189.X",27,21746368,-0.358453970912476
"28","189.X",28,22210575,-0.341902794648628
"29","189.X",29,22271216,0.0313951962755343
"30","189.X",30,23398304,-0.215914857265243
"31","189.X",31,24949709,-0.190997225060914
"32","189.X",32,25942564,-0.272297327162762
"33","189.X",33,27285045,-0.241270431542137
"34","189.X",34,28359579,-0.229382353343797
"35","189.X",35,28450580,-0.275786313242642
"36","189.X",36,28557269,-0.187707155126729
"37","189.X",37,29320331,-0.394031641158542
"38","189.X",38,30433282,-0.0484122051852459
"39","189.X",39,30553433,0.0356239097307212
"40","189.X",40,30595348,0.0356239097307212
"41","189.X",41,31229363,-0.0634091701760615
"42","189.X",42,31732242,-0.00433459026389113
"43","189.X",43,31989352,-0.115597447016313
"44","189.X",44,32912424,-0.0350469470992008
"45","189.X",45,34230257,-0.0603972796439563
"46","189.X",46,34390233,-0.0174170530774094
"47","189.X",47,35699599,-0.0908029370083126
"48","189.X",48,37482927,-0.0785636691937021
"49","189.X",49,38265771,0.0100636833446975
"50","189.X",50,39089746,-0.0424567992428948
"51","189.X",51,39768753,-0.045431429247006
"52","189.X",52,40833010,0.0551956542421246
"53","189.X",53,40952722,0.0172092900322231
"54","189.X",54,40965270,0.034215715337913
"55","189.X",55,41208509,0.0468402542029724
"56","189.X",56,42221163,-0.0247366783215064
"57","189.X",57,43473275,-0.0203404482841755
"58","189.X",58,43484486,-0.00433459026389113
"59","189.X",59,43484657,0.0114956388378294
"60","189.X",60,44601967,0.10969486482593
"61","189.X",61,44710543,0.0426443374084937
"62","189.X",62,46162497,0.037030730944967
"63","189.X",63,46198116,0.0143552929770701
"64","189.X",64,47338334,0.0662614422687213
"65","189.X",65,47392833,-0.0276749584428483
"66","189.X",66,48125803,0.0565835283663675
"67","189.X",67,48418172,0.0496307677246004
"68","189.X",68,48581440,0.018634174139051
"69","189.X",69,49823605,0.00144197417390632
"70","189.X",70,49841100,-0.0335695326937018
"71","189.X",71,51027883,-0.0188780102056894
"72","189.X",72,51203531,0.0200576523412535
"73","189.X",73,51376982,0.00432160595009347
"74","189.X",74,52601413,0.0157829972409275
"75","189.X",75,52730495,-0.0115879742752118
"76","189.X",76,53142667,0.0243196791954129
"77","189.X",77,54070863,0.0731347046302154
"78","189.X",78,55060778,-0.00578235259400611
"79","189.X",79,55417090,-0.0232697793228472
"80","189.X",80,56554453,0.0384361816561079
"81","189.X",81,57463958,-0.00288827932482651
"82","189.X",82,57793447,-0.0130430374755989
"83","189.X",83,58318202,0.0799753767205959
"84","189.X",84,58356906,0.0426443374084937
"85","189.X",85,62201745,-0.0144995696951151
"86","189.X",86,63086810,-0.0115879742752118
"87","189.X",87,63305734,-0.0101343771337132
"88","189.X",88,64094784,-0.0115879742752118
"89","189.X",89,64895014,-0.0101343771337132
"90","189.X",90,66191889,-0.0247366783215064
"91","189.X",91,66660957,0.00575926928868495
