"","pid.chr","data.i","position","logratio"
"1","247.X",1,3121412,-0.0785636691937021
"2","247.X",2,4278697,-0.0101343771337132
"3","247.X",3,5972026,-0.0424567992428948
"4","247.X",4,8031099,-0.036525876025114
"5","247.X",5,9182290,-0.0130430374755989
"6","247.X",6,10323763,-0.0938790470029001
"7","247.X",7,11980669,-0.106249498279434
"8","247.X",8,12628923,-0.0424567992428948
"9","247.X",9,12873378,0.0114956388378294
"10","247.X",10,14555545,-0.0619024389259069
"11","247.X",11,16620451,0.0621217119077975
"12","247.X",12,16829268,0.0114956388378294
"13","247.X",13,19049299,-0.026205070347394
"14","247.X",14,20807112,-0.148800661406706
"15","247.X",15,21746368,-0.209227962138
"16","247.X",16,22210575,-0.219269963523624
"17","247.X",17,22271216,-0.0846703239869906
"18","247.X",18,23398304,-0.0892673380970874
"19","247.X",19,24949709,-0.0394882898809755
"20","247.X",20,27285045,-0.274040765490812
"21","247.X",21,28557269,-0.0469210473874926
"22","247.X",22,30553433,-0.0724827538015237
"23","247.X",23,31732242,-0.179514657013621
"24","247.X",24,31989352,-0.687334826441606
"25","247.X",25,32912424,-0.490050853695689
"26","247.X",26,34230257,-0.399730246490995
"27","247.X",27,35699599,-0.454031630894707
"28","247.X",28,37482927,-0.41119543298445
"29","247.X",29,38265771,-0.347398782403481
"30","247.X",30,39089746,-0.650634722405787
"31","247.X",31,39768753,-0.41888982477445
"32","247.X",32,40833010,-0.253257284222264
"33","247.X",33,40952722,-0.413115187147815
"34","247.X",34,42221163,-0.508403405589552
"35","247.X",35,43484657,-0.46394709975979
"36","247.X",36,44710543,-0.219269963523624
"37","247.X",37,46198116,-0.236163541109049
"38","247.X",38,47338334,-0.329159664118438
"39","247.X",39,47392833,-0.415037499278844
"40","247.X",40,48125803,-0.00144341686966872
"41","247.X",41,48418172,-0.205896101440252
"42","247.X",42,48581440,-0.256700472111743
"43","247.X",43,49823605,-0.375197234747053
"44","247.X",44,49841100,-0.289827251720338
"45","247.X",45,51203531,-0.253257284222264
"46","247.X",46,51376982,-0.166502663140165
"47","247.X",47,52601413,-0.617056130431009
"48","247.X",48,52730495,-0.641603738043346
"49","247.X",49,54070863,-0.0831412353002459
"50","247.X",50,55060778,-0.263611599296539
"51","247.X",51,56554453,-0.129733929604017
"52","247.X",52,58356906,-0.0394882898809755
"53","247.X",53,62201745,0.0922074380970889
"54","247.X",54,63305734,-0.0469210473874926
"55","247.X",55,64094784,-0.00868224309980088
"56","247.X",56,64895014,0.0157829972409275
"57","247.X",57,66660957,-0.0174170530774094
"58","247.X",58,70157250,0.0384361816561079
"59","247.X",59,70378514,0.140124223909071
"60","247.X",60,70685957,0.10969486482593
"61","247.X",61,71675222,-0.0573916638883367
"62","247.X",62,73383622,0.00719550140420377
"63","247.X",63,75196106,-0.0877333719335504
"64","247.X",64,75345977,0.0243196791954129
"65","247.X",65,77305386,0.00144197417390632
"66","247.X",66,78365847,-0.0350469470992008
"67","247.X",67,79754657,-0.0499049058263139
"68","247.X",68,81533174,-0.0877333719335504
"69","247.X",69,82332766,0.037030730944967
"70","247.X",70,83477320,0.00144197417390632
"71","247.X",71,85132394,0.0143552929770701
