"","pid.chr","data.i","position","logratio"
"1","20145.X",1,72101,0.279
"2","20145.X",2,150728,-0.101
"3","20145.X",3,181684,0.174
"4","20145.X",4,230555,0.147
"5","20145.X",5,298750,-0.126
"6","20145.X",6,320114,-0.465
"7","20145.X",7,375812,-0.436
"8","20145.X",8,404098,-0.03
"9","20145.X",9,452162,-0.044
"10","20145.X",10,480257,0.292
"11","20145.X",11,522059,-0.058
"12","20145.X",12,572993,-0.007
"13","20145.X",13,607117,-0.904
"14","20145.X",14,643675,-0.054
"15","20145.X",15,684963,0.14
"16","20145.X",16,736092,0.007
"17","20145.X",17,765835,0.059
"18","20145.X",18,818177,0.134
"19","20145.X",19,852162,0.153
"20","20145.X",20,897936,-0.173
"21","20145.X",21,920972,0.05
"22","20145.X",22,966831,-0.101
"23","20145.X",23,1001757,-0.176
"24","20145.X",24,1045791,-0.064
"25","20145.X",25,1099226,0.131
"26","20145.X",26,1124797,0.122
"27","20145.X",27,1195058,-0.044
"28","20145.X",28,1238935,-0.199
"29","20145.X",29,1262114,-0.092
"30","20145.X",30,1319766,-0.127
"31","20145.X",31,1346682,-0.154
"32","20145.X",32,1383701,0.153
"33","20145.X",33,1435213,0.039
"34","20145.X",34,1477711,-0.18
"35","20145.X",35,1510254,0.581
"36","20145.X",36,1543980,-0.24
"37","20145.X",37,1594591,0.029
"38","20145.X",38,1627372,-0.033
"39","20145.X",39,1673537,-0.115
"40","20145.X",40,1702252,-0.132
"41","20145.X",41,1752062,0.021
"42","20145.X",42,1784541,-0.198
"43","20145.X",43,1835235,0.008
"44","20145.X",44,1874267,0.078
"45","20145.X",45,1918429,0.236
"46","20145.X",46,1940851,0.072
"47","20145.X",47,1989675,0.302
"48","20145.X",48,2023284,0.059
"49","20145.X",49,2062731,0.212
"50","20145.X",50,2129583,0.064
"51","20145.X",51,2151932,0.012
"52","20145.X",52,2209156,0.192
"53","20145.X",53,2248988,-0.121
"54","20145.X",54,2279804,0.097
"55","20145.X",55,2328573,-0.009
"56","20145.X",56,2353317,0.09
"57","20145.X",57,2404400,-0.183
"58","20145.X",58,2439437,0.124
"59","20145.X",59,2475117,0.005
"60","20145.X",60,2528247,-0.638
"61","20145.X",61,2560222,0.192
"62","20145.X",62,2595392,-0.21
"63","20145.X",63,2646040,-0.042
"64","20145.X",64,2671343,0.488
"65","20145.X",65,2728440,-0.041
"66","20145.X",66,2751506,-0.349
"67","20145.X",67,2796861,-0.426
"68","20145.X",68,2838000,-0.049
"69","20145.X",69,2881974,-0.124
"70","20145.X",70,2917441,-0.739
"71","20145.X",71,2956775,-0.225
"72","20145.X",72,2993357,-0.02
"73","20145.X",73,3042829,-0.21
"74","20145.X",74,3089805,-0.261
"75","20145.X",75,3122519,-0.393
"76","20145.X",76,3160887,-0.261
"77","20145.X",77,3204334,-0.115
"78","20145.X",78,3238640,-0.378
"79","20145.X",79,3284777,-0.132
"80","20145.X",80,3329895,-0.265
"81","20145.X",81,3350104,-0.629
"82","20145.X",82,3408131,-0.643
"83","20145.X",83,3449449,0.32
"84","20145.X",84,3486878,-0.407
"85","20145.X",85,3529050,0.124
"86","20145.X",86,3565003,-0.118
"87","20145.X",87,3603594,-0.097
"88","20145.X",88,3633541,-0.247
"89","20145.X",89,3679888,0.113
"90","20145.X",90,3712903,-0.417
"91","20145.X",91,3752621,-1.776
"92","20145.X",92,3795610,-1.871
"93","20145.X",93,3842108,-1.541
"94","20145.X",94,3876221,-0.423
"95","20145.X",95,3918516,-0.78
"96","20145.X",96,3964700,-0.513
"97","20145.X",97,3994370,-0.685
"98","20145.X",98,4042789,-0.549
