"","pid.chr","data.i","position","logratio"
"1","20159.15",1,20057163,-0.015
"2","20159.15",2,20084642,0.249
"3","20159.15",3,20153119,0.215
"4","20159.15",4,20198467,0.015
"5","20159.15",5,20231542,0.552
"6","20159.15",6,20261024,0.505
"7","20159.15",7,20302642,0.215
"8","20159.15",8,20356642,-0.105
"9","20159.15",9,20394546,0.589
"10","20159.15",10,20424046,0.595
"11","20159.15",11,20472260,0.46
"12","20159.15",12,20555869,0.027
"13","20159.15",13,20584312,0.604
"14","20159.15",14,20625477,0.367
"15","20159.15",15,20676055,0.389
"16","20159.15",16,20702140,0.328
"17","20159.15",17,20758656,0.506
"18","20159.15",18,20782874,0.329
"19","20159.15",19,20828163,0.308
"20","20159.15",20,20868802,0.878
"21","20159.15",21,20944167,0.219
"22","20159.15",22,20986693,0.323
"23","20159.15",23,21029259,0.487
"24","20159.15",24,21063970,0.299
"25","20159.15",25,21098089,0.501
"26","20159.15",26,21139534,0.22
"27","20159.15",27,21176522,0.819
"28","20159.15",28,21226535,0.245
"29","20159.15",29,21266953,0.237
"30","20159.15",30,21302552,-0.214
"31","20159.15",31,21363249,-0.052
"32","20159.15",32,21398225,0.488
"33","20159.15",33,21919355,0.831
"34","20159.15",34,22262184,0.509
"35","20159.15",35,22300665,0.381
"36","20159.15",36,22356743,0.212
"37","20159.15",37,22378700,0.637
"38","20159.15",38,22428216,0.359
"39","20159.15",39,22476624,0.158
"40","20159.15",40,22499745,0.38
"41","20159.15",41,22555674,0.143
"42","20159.15",42,22589865,0.33
"43","20159.15",43,22648093,-0.112
"44","20159.15",44,22685796,0.043
"45","20159.15",45,22724806,0.459
"46","20159.15",46,22763499,-0.033
"47","20159.15",47,22798146,0.057
"48","20159.15",48,22835777,-0.687
"49","20159.15",49,22871236,0.209
"50","20159.15",50,22924092,0.038
"51","20159.15",51,22961103,0.128
"52","20159.15",52,23006440,0.228
"53","20159.15",53,23041333,-0.012
"54","20159.15",54,23072756,0.455
"55","20159.15",55,23127091,0.174
"56","20159.15",56,23168087,-0.049
"57","20159.15",57,23201520,-0.095
"58","20159.15",58,23239759,-0.152
"59","20159.15",59,23279128,0.184
"60","20159.15",60,23326808,0.51
"61","20159.15",61,23353638,0.18
"62","20159.15",62,23394282,0.31
