"","pid.chr","data.i","position","logratio"
"1","20128.X",1,168465,-0.382017
"2","20128.X",2,169805,0.209055
"3","20128.X",3,169922,-0.473556
"4","20128.X",4,202439,-0.582107
"5","20128.X",5,202664,-0.0226827
"6","20128.X",6,208270,-0.114603
"7","20128.X",7,219978,0.320613
"8","20128.X",8,229542,-0.239126
"9","20128.X",9,229816,0.0307641
"10","20128.X",10,297021,0.171469
"11","20128.X",11,309434,1.12296
"12","20128.X",12,310882,-0.313523
"13","20128.X",13,310897,0.181885
"14","20128.X",14,313595,0.199989
"15","20128.X",15,320203,-0.457857
"16","20128.X",16,320580,0.69623
"17","20128.X",17,333275,-0.272606
"18","20128.X",18,342775,-0.226147
"19","20128.X",19,343619,0.00200817
"20","20128.X",20,343735,0.0910247
"21","20128.X",21,343777,-0.201643
"22","20128.X",22,343945,0.194738
"23","20128.X",23,343961,-0.391209
"24","20128.X",24,344026,-0.0344321
"25","20128.X",25,345795,0.120641
"26","20128.X",26,351504,-0.446069
"27","20128.X",27,353979,0.207097
"28","20128.X",28,356282,0.890242
"29","20128.X",29,356283,0.476727
"30","20128.X",30,361199,0.354581
"31","20128.X",31,377864,0.408823
"32","20128.X",32,381772,0.131276
"33","20128.X",33,387713,-0.0525776
"34","20128.X",34,387732,0.0599093
"35","20128.X",35,387749,0.188512
"36","20128.X",36,387763,0.230549
"37","20128.X",37,400108,0.372841
"38","20128.X",38,401510,0.0292419
"39","20128.X",39,401587,-0.0811567
"40","20128.X",40,401790,0.123524
"41","20128.X",41,404868,-0.463782
"42","20128.X",42,416212,0.166297
"43","20128.X",43,416470,0.258032
"44","20128.X",44,420296,-0.0555809
"45","20128.X",45,450982,-0.456565
"46","20128.X",46,451048,-0.525632
"47","20128.X",47,451142,0.189704
"48","20128.X",48,468364,0.356158
"49","20128.X",49,480575,0.522371
"50","20128.X",50,480645,0.286128
"51","20128.X",51,480923,0.568601
"52","20128.X",52,492064,-0.0245194
"53","20128.X",53,492188,0.291485
"54","20128.X",54,492484,-0.276774
"55","20128.X",55,498635,0.475216
"56","20128.X",56,504354,0.676491
"57","20128.X",57,513369,0.222471
"58","20128.X",58,513590,0.297326
"59","20128.X",59,515011,0.202964
"60","20128.X",60,515124,-0.409716
"61","20128.X",61,515293,0.0614691
"62","20128.X",62,515622,-0.687992
"63","20128.X",63,516681,-0.263929
"64","20128.X",64,516764,0.115713
"65","20128.X",65,521994,-0.379474
"66","20128.X",66,524464,0.404399
"67","20128.X",67,528482,-0.0500914
"68","20128.X",68,528798,0.111832
"69","20128.X",69,529017,-0.146871
"70","20128.X",70,532467,0.00299358
"71","20128.X",71,532611,-0.559606
"72","20128.X",72,535088,0.376971
"73","20128.X",73,537186,0.418783
"74","20128.X",74,539358,-0.14251
"75","20128.X",75,539491,0.333575
"76","20128.X",76,539724,0.24933
"77","20128.X",77,542768,-0.115983
"78","20128.X",78,548028,0.368435
"79","20128.X",79,553070,-0.0753635
"80","20128.X",80,562048,0.753863
"81","20128.X",81,562076,-0.184628
"82","20128.X",82,562097,0.227285
"83","20128.X",83,565914,0.00984615
"84","20128.X",84,565954,-0.0297279
"85","20128.X",85,566183,0.15203
"86","20128.X",86,570774,0.256157
"87","20128.X",87,571066,0.25488
"88","20128.X",88,579546,0.0975888
"89","20128.X",89,581870,0.0338757
"90","20128.X",90,582003,-0.0554777
"91","20128.X",91,582062,0.0611494
"92","20128.X",92,582185,0.0520334
"93","20128.X",93,599294,0.110823
